movement_0,movement_1,movement_2,movement_3,movement_4,movement_5,movement_6,movement_7,movement_8,movement_9,movement_10,movement_11,movement_12,movement_13,movement_14,movement_15,movement_16,movement_17,movement_18,movement_19,movement_20,movement_21,movement_22,movement_23,movement_24,movement_25,movement_26,movement_27,movement_28,movement_29,movement_30,movement_31,movement_32,movement_33,movement_34,movement_35,label
646.9565217391304,281.7391304347826,563.4782608695652,313.0434782608696,542.6086956521739,281.7391304347826,500.8695652173913,250.43478260869568,542.6086956521739,219.1304347826087,563.4782608695652,344.3478260869565,438.2608695652174,391.3043478260869,542.6086956521739,219.1304347826087,396.5217391304348,281.7391304347826,375.6521739130435,203.4782608695652,313.0434782608696,281.7391304347826,396.5217391304348,281.7391304347826,313.0434782608696,344.3478260869565,208.69565217391303,360.0,646.9565217391304,281.7391304347826,646.9565217391304,281.7391304347826,626.0869565217391,281.7391304347826,626.0869565217391,281.7391304347826,1
0.0,0.0,473.0434782608696,281.7391304347826,473.0434782608696,172.17391304347825,0.0,0.0,473.0434782608696,140.8695652173913,0.0,0.0,0.0,0.0,0.0,0.0,500.8695652173913,360.0,584.3478260869565,313.0434782608696,612.1739130434783,406.9565217391304,389.5652173913044,360.0,0.0,0.0,473.0434782608696,406.9565217391304,0.0,0.0,0.0,0.0,473.0434782608696,78.26086956521739,0.0,0.0,0
634.4347826086956,712.3478260869565,734.6086956521739,890.4347826086956,801.3913043478261,890.4347826086956,1001.7391304347826,1157.5652173913045,534.2608695652174,890.4347826086956,667.8260869565217,890.4347826086956,601.0434782608696,934.9565217391304,534.2608695652174,934.9565217391304,834.7826086956521,1068.5217391304348,901.5652173913044,1024.0,0.0,0.0,734.6086956521739,1113.0434782608695,601.0434782608696,1246.608695652174,601.0434782608696,1469.2173913043478,634.4347826086956,712.3478260869565,667.8260869565217,712.3478260869565,801.3913043478261,845.9130434782609,701.2173913043479,801.3913043478261,1
612.1739130434783,422.60869565217394,500.8695652173913,391.3043478260869,417.39130434782606,422.60869565217394,389.5652173913044,532.1739130434783,473.0434782608696,594.7826086956521,612.1739130434783,391.3043478260869,667.8260869565217,438.2608695652174,779.1304347826087,500.8695652173913,0.0,0.0,0.0,0.0,473.0434782608696,203.4782608695652,0.0,0.0,0.0,0.0,500.8695652173913,187.82608695652172,584.3478260869565,406.9565217391304,612.1739130434783,406.9565217391304,500.8695652173913,391.3043478260869,0.0,0.0,1
563.4782608695652,281.7391304347826,521.7391304347826,360.0,500.8695652173913,360.0,542.6086956521739,438.2608695652174,605.2173913043479,500.8695652173913,542.6086956521739,375.6521739130435,0.0,0.0,0.0,0.0,333.9130434782609,438.2608695652174,166.95652173913044,500.8695652173913,229.56521739130437,375.6521739130435,354.7826086956522,469.5652173913044,187.82608695652172,500.8695652173913,229.56521739130437,375.6521739130435,542.6086956521739,266.0869565217391,563.4782608695652,266.0869565217391,480.0,297.39130434782606,0.0,0.0,0
326.0869565217391,91.1086956521739,326.0869565217391,157.3695652173913,271.7391304347826,165.65217391304347,250.0,231.91304347826087,250.0,289.89130434782606,380.4347826086956,149.08695652173913,380.4347826086956,215.34782608695653,347.8260869565217,157.3695652173913,293.4782608695652,289.89130434782606,228.2608695652174,265.0434782608696,217.3913043478261,323.0217391304348,369.5652173913044,289.89130434782606,413.0434782608696,298.17391304347825,315.2173913043478,331.30434782608694,304.3478260869565,82.82608695652173,347.8260869565217,82.82608695652173,282.60869565217394,99.3913043478261,369.5652173913044,91.1086956521739,0
640.0,156.52173913043478,0.0,0.0,528.695652173913,313.0434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.7826086956521,234.7826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,140.8695652173913,0.0,0.0,584.3478260869565,203.4782608695652,0.0,0.0,0
534.2608695652174,801.3913043478261,567.6521739130435,934.9565217391304,400.69565217391306,934.9565217391304,300.5217391304348,1113.0434782608695,333.9130434782609,1202.0869565217392,734.6086956521739,934.9565217391304,701.2173913043479,1157.5652173913045,567.6521739130435,979.4782608695652,500.8695652173913,1335.6521739130435,434.0869565217391,1513.7391304347825,734.6086956521739,1691.8260869565215,734.6086956521739,1335.6521739130435,934.9565217391304,1380.1739130434785,868.1739130434783,1647.304347826087,500.8695652173913,712.3478260869565,634.4347826086956,756.8695652173913,434.0869565217391,712.3478260869565,734.6086956521739,801.3913043478261,1
1085.2173913043478,563.4782608695652,960.0,563.4782608695652,960.0,563.4782608695652,1001.7391304347826,657.3913043478261,1043.4782608695652,727.8260869565217,960.0,540.0,1001.7391304347826,633.9130434782609,1043.4782608695652,680.8695652173913,793.0434782608696,633.9130434782609,834.7826086956521,727.8260869565217,626.0869565217391,704.3478260869565,834.7826086956521,633.9130434782609,834.7826086956521,727.8260869565217,0.0,0.0,1085.2173913043478,540.0,0.0,0.0,1043.4782608695652,516.5217391304348,0.0,0.0,1
1001.7391304347826,516.5217391304348,960.0,493.0434782608696,834.7826086956521,493.0434782608696,709.5652173913044,446.0869565217391,709.5652173913044,375.6521739130435,1085.2173913043478,469.5652173913044,1085.2173913043478,493.0434782608696,1126.9565217391305,586.9565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.7391304347826,516.5217391304348,1001.7391304347826,516.5217391304348,0.0,0.0,0.0,0.0,1
480.0,391.3043478260869,417.39130434782606,391.3043478260869,375.6521739130435,375.6521739130435,333.9130434782609,453.9130434782609,354.7826086956522,500.8695652173913,480.0,406.9565217391304,480.0,453.9130434782609,480.0,500.8695652173913,271.30434782608694,375.6521739130435,292.17391304347825,469.5652173913044,229.56521739130437,485.2173913043478,354.7826086956522,406.9565217391304,354.7826086956522,469.5652173913044,0.0,0.0,480.0,360.0,500.8695652173913,375.6521739130435,438.2608695652174,328.69565217391306,0.0,0.0,1
730.4347826086956,234.7826086956522,605.2173913043479,313.0434782608696,542.6086956521739,313.0434782608696,480.0,422.60869565217394,417.39130434782606,500.8695652173913,667.8260869565217,313.0434782608696,688.695652173913,422.60869565217394,688.695652173913,500.8695652173913,0.0,0.0,0.0,0.0,208.69565217391303,485.2173913043478,584.3478260869565,469.5652173913044,0.0,0.0,208.69565217391303,485.2173913043478,709.5652173913044,219.1304347826087,751.304347826087,219.1304347826087,626.0869565217391,234.7826086956522,0.0,0.0,1
918.2608695652174,375.6521739130435,876.5217391304348,399.1304347826087,793.0434782608696,399.1304347826087,793.0434782608696,446.0869565217391,751.304347826087,516.5217391304348,960.0,399.1304347826087,960.0,516.5217391304348,918.2608695652174,586.9565217391304,918.2608695652174,493.0434782608696,1001.7391304347826,586.9565217391304,0.0,0.0,1043.4782608695652,469.5652173913044,1085.2173913043478,540.0,1210.4347826086955,633.9130434782609,876.5217391304348,375.6521739130435,918.2608695652174,352.17391304347825,834.7826086956521,375.6521739130435,918.2608695652174,328.69565217391306,1
868.1739130434783,534.2608695652174,734.6086956521739,756.8695652173913,534.2608695652174,756.8695652173913,467.4782608695652,1024.0,567.6521739130435,1157.5652173913045,934.9565217391304,756.8695652173913,1001.7391304347826,1024.0,901.5652173913044,1157.5652173913045,634.4347826086956,1291.1304347826087,434.0869565217391,1291.1304347826087,601.0434782608696,1647.304347826087,868.1739130434783,1291.1304347826087,1001.7391304347826,1291.1304347826087,0.0,0.0,801.3913043478261,489.7391304347826,901.5652173913044,489.7391304347826,601.0434782608696,534.2608695652174,0.0,0.0,1
500.8695652173913,219.1304347826087,584.3478260869565,328.69565217391306,500.8695652173913,328.69565217391306,946.0869565217392,500.8695652173913,1113.0434782608695,406.9565217391304,667.8260869565217,344.3478260869565,0.0,0.0,1029.5652173913045,391.3043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.8695652173913,203.4782608695652,556.5217391304348,219.1304347826087,1001.7391304347826,328.69565217391306,640.0,250.43478260869568,1
1336.304347826087,586.9565217391304,1024.5,704.3478260869565,801.7826086956521,586.9565217391304,579.0652173913044,547.8260869565217,623.6086956521739,352.17391304347825,1247.2173913043478,782.6086956521739,1291.7608695652175,1017.391304347826,1469.9347826086955,860.8695652173913,489.9782608695652,1173.9130434782608,267.2608695652174,1095.6521739130435,400.89130434782606,1526.0869565217392,801.7826086956521,1291.304347826087,801.7826086956521,1565.2173913043478,0.0,0.0,1291.7608695652175,508.69565217391306,1380.8478260869565,547.8260869565217,1069.0434782608695,430.4347826086956,0.0,0.0,1
480.0,328.69565217391306,459.1304347826087,344.3478260869565,375.6521739130435,360.0,333.9130434782609,422.60869565217394,354.7826086956522,500.8695652173913,542.6086956521739,328.69565217391306,584.3478260869565,406.9565217391304,605.2173913043479,500.8695652173913,417.39130434782606,422.60869565217394,0.0,0.0,0.0,0.0,521.7391304347826,406.9565217391304,0.0,0.0,0.0,0.0,459.1304347826087,313.0434782608696,500.8695652173913,297.39130434782606,396.5217391304348,297.39130434782606,0.0,0.0,0
229.56521739130437,344.3478260869565,333.9130434782609,360.0,313.0434782608696,344.3478260869565,0.0,0.0,292.17391304347825,438.2608695652174,313.0434782608696,391.3043478260869,333.9130434782609,485.2173913043478,292.17391304347825,453.9130434782609,521.7391304347826,360.0,626.0869565217391,406.9565217391304,751.304347826087,360.0,500.8695652173913,375.6521739130435,563.4782608695652,516.5217391304348,646.9565217391304,453.9130434782609,187.82608695652172,328.69565217391306,250.43478260869568,297.39130434782606,0.0,0.0,313.0434782608696,281.7391304347826,1
0.0,0.0,480.0,297.39130434782606,521.7391304347826,313.0434782608696,521.7391304347826,391.3043478260869,584.3478260869565,406.9565217391304,438.2608695652174,281.7391304347826,0.0,0.0,0.0,0.0,333.9130434782609,406.9565217391304,229.56521739130437,422.60869565217394,125.21739130434784,344.3478260869565,292.17391304347825,406.9565217391304,229.56521739130437,406.9565217391304,125.21739130434784,360.0,0.0,0.0,0.0,0.0,563.4782608695652,266.0869565217391,480.0,234.7826086956522,0
876.5217391304348,422.60869565217394,876.5217391304348,516.5217391304348,793.0434782608696,516.5217391304348,709.5652173913044,633.9130434782609,751.304347826087,586.9565217391304,1001.7391304347826,516.5217391304348,1085.2173913043478,586.9565217391304,1085.2173913043478,563.4782608695652,793.0434782608696,680.8695652173913,0.0,0.0,0.0,0.0,918.2608695652174,657.3913043478261,0.0,0.0,0.0,0.0,834.7826086956521,422.60869565217394,918.2608695652174,422.60869565217394,793.0434782608696,422.60869565217394,960.0,422.60869565217394,1
934.9565217391304,445.2173913043478,968.3478260869564,578.7826086956521,834.7826086956521,534.2608695652174,667.8260869565217,712.3478260869565,567.6521739130435,534.2608695652174,1101.9130434782608,667.8260869565217,1135.304347826087,890.4347826086956,1302.2608695652175,801.3913043478261,534.2608695652174,1024.0,233.7391304347826,1068.5217391304348,333.9130434782609,1380.1739130434785,701.2173913043479,1113.0434782608695,768.0,1202.0869565217392,634.4347826086956,1691.8260869565215,934.9565217391304,356.17391304347825,1068.5217391304348,400.69565217391306,0.0,0.0,1202.0869565217392,445.2173913043478,1
695.6521739130435,219.1304347826087,695.6521739130435,234.7826086956522,667.8260869565217,234.7826086956522,640.0,266.0869565217391,612.1739130434783,313.0434782608696,723.4782608695652,234.7826086956522,0.0,0.0,0.0,0.0,667.8260869565217,297.39130434782606,640.0,375.6521739130435,667.8260869565217,438.2608695652174,723.4782608695652,297.39130434782606,723.4782608695652,375.6521739130435,751.304347826087,453.9130434782609,695.6521739130435,219.1304347826087,723.4782608695652,219.1304347826087,0.0,0.0,751.304347826087,219.1304347826087,1
567.6521739130435,489.7391304347826,601.0434782608696,667.8260869565217,467.4782608695652,667.8260869565217,333.9130434782609,712.3478260869565,434.0869565217391,578.7826086956521,768.0,712.3478260869565,768.0,801.3913043478261,601.0434782608696,667.8260869565217,367.3043478260869,1157.5652173913045,33.391304347826086,1246.608695652174,333.9130434782609,1558.2608695652175,601.0434782608696,1246.608695652174,33.391304347826086,1291.1304347826087,333.9130434782609,1558.2608695652175,534.2608695652174,445.2173913043478,634.4347826086956,445.2173913043478,0.0,0.0,801.3913043478261,534.2608695652174,1
222.7173913043478,801.9130434782609,712.695652173913,801.9130434782609,489.9782608695652,935.5652173913044,623.6086956521739,1069.2173913043478,0.0,0.0,1024.5,634.8478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.6304347826087,835.3260869565217,222.7173913043478,668.2608695652174,0.0,0.0,400.89130434782606,568.0217391304348,1
1043.4782608695652,610.4347826086956,1085.2173913043478,633.9130434782609,960.0,610.4347826086956,960.0,657.3913043478261,960.0,751.304347826087,1168.695652173913,657.3913043478261,1168.695652173913,774.7826086956521,1126.9565217391305,892.1739130434783,1001.7391304347826,704.3478260869565,0.0,0.0,0.0,0.0,1126.9565217391305,727.8260869565217,0.0,0.0,0.0,0.0,1001.7391304347826,586.9565217391304,1085.2173913043478,610.4347826086956,1001.7391304347826,586.9565217391304,1168.695652173913,610.4347826086956,1
210.56521739130437,72.21739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.30434782608697,65.65217391304348,217.82608695652172,26.26086956521739,0.0,0.0,0.0,0.0,0
605.2173913043479,313.0434782608696,480.0,344.3478260869565,459.1304347826087,375.6521739130435,438.2608695652174,485.2173913043478,500.8695652173913,547.8260869565217,542.6086956521739,313.0434782608696,563.4782608695652,391.3043478260869,563.4782608695652,469.5652173913044,313.0434782608696,328.69565217391306,250.43478260869568,469.5652173913044,146.08695652173913,406.9565217391304,333.9130434782609,313.0434782608696,0.0,0.0,0.0,0.0,584.3478260869565,297.39130434782606,0.0,0.0,500.8695652173913,328.69565217391306,0.0,0.0,0
239.56521739130437,128.0,156.95652173913044,105.7391304347826,148.69565217391303,116.8695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.30434782608697,105.7391304347826,0.0,0.0,198.2608695652174,94.6086956521739,0.0,0.0,0
626.0869565217391,281.7391304347826,500.8695652173913,328.69565217391306,480.0,313.0434782608696,480.0,391.3043478260869,480.0,453.9130434782609,542.6086956521739,328.69565217391306,563.4782608695652,391.3043478260869,584.3478260869565,453.9130434782609,333.9130434782609,360.0,250.43478260869568,406.9565217391304,125.21739130434784,453.9130434782609,375.6521739130435,406.9565217391304,313.0434782608696,438.2608695652174,208.69565217391303,453.9130434782609,605.2173913043479,266.0869565217391,0.0,0.0,542.6086956521739,266.0869565217391,0.0,0.0,1
626.0869565217391,422.60869565217394,542.6086956521739,453.9130434782609,521.7391304347826,391.3043478260869,438.2608695652174,344.3478260869565,417.39130434782606,328.69565217391306,521.7391304347826,485.2173913043478,354.7826086956522,453.9130434782609,292.17391304347825,375.6521739130435,0.0,0.0,0.0,0.0,0.0,0.0,333.9130434782609,469.5652173913044,0.0,0.0,0.0,0.0,646.9565217391304,422.60869565217394,646.9565217391304,438.2608695652174,0.0,0.0,646.9565217391304,453.9130434782609,1
55.65217391304348,281.7391304347826,27.82608695652174,313.0434782608696,0.0,313.0434782608696,0.0,0.0,0.0,391.3043478260869,250.43478260869568,422.60869565217394,194.7826086956522,469.5652173913044,83.47826086956522,375.6521739130435,0.0,406.9565217391304,0.0,0.0,0.0,0.0,55.65217391304348,406.9565217391304,0.0,0.0,0.0,0.0,55.65217391304348,281.7391304347826,55.65217391304348,281.7391304347826,27.82608695652174,281.7391304347826,306.0869565217391,375.6521739130435,0
306.0869565217391,469.5652173913044,0.0,0.0,0.0,0.0,0.0,0.0,389.5652173913044,657.3913043478261,0.0,0.0,528.695652173913,610.4347826086956,389.5652173913044,657.3913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.2608695652174,469.5652173913044,306.0869565217391,422.60869565217394,0.0,0.0,333.9130434782609,281.7391304347826,0
521.7391304347826,187.82608695652172,521.7391304347826,234.7826086956522,480.0,234.7826086956522,438.2608695652174,297.39130434782606,396.5217391304348,281.7391304347826,584.3478260869565,234.7826086956522,626.0869565217391,297.39130434782606,688.695652173913,313.0434782608696,480.0,375.6521739130435,500.8695652173913,438.2608695652174,521.7391304347826,532.1739130434783,584.3478260869565,375.6521739130435,605.2173913043479,453.9130434782609,521.7391304347826,532.1739130434783,500.8695652173913,172.17391304347825,542.6086956521739,172.17391304347825,480.0,187.82608695652172,563.4782608695652,187.82608695652172,1
584.3478260869565,328.69565217391306,542.6086956521739,406.9565217391304,542.6086956521739,422.60869565217394,500.8695652173913,328.69565217391306,438.2608695652174,297.39130434782606,542.6086956521739,422.60869565217394,396.5217391304348,422.60869565217394,438.2608695652174,297.39130434782606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.2173913043479,328.69565217391306,626.0869565217391,344.3478260869565,0.0,0.0,605.2173913043479,391.3043478260869,0
0.0,0.0,1085.2173913043478,493.0434782608696,1168.695652173913,563.4782608695652,1043.4782608695652,633.9130434782609,1043.4782608695652,727.8260869565217,0.0,0.0,1043.4782608695652,657.3913043478261,1085.2173913043478,704.3478260869565,918.2608695652174,540.0,876.5217391304348,680.8695652173913,709.5652173913044,727.8260869565217,793.0434782608696,446.0869565217391,876.5217391304348,633.9130434782609,0.0,0.0,0.0,0.0,0.0,0.0,1252.1739130434785,516.5217391304348,0.0,0.0,1
730.4347826086956,266.0869565217391,584.3478260869565,328.69565217391306,521.7391304347826,266.0869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.6521739130435,297.39130434782606,292.17391304347825,203.4782608695652,146.08695652173913,266.0869565217391,396.5217391304348,360.0,250.43478260869568,375.6521739130435,83.47826086956522,391.3043478260869,751.304347826087,234.7826086956522,772.1739130434783,281.7391304347826,0.0,0.0,751.304347826087,375.6521739130435,0
584.3478260869565,219.1304347826087,612.1739130434783,156.52173913043478,500.8695652173913,156.52173913043478,473.0434782608696,234.7826086956522,473.0434782608696,250.43478260869568,723.4782608695652,125.21739130434784,779.1304347826087,219.1304347826087,751.304347826087,297.39130434782606,0.0,0.0,918.2608695652174,219.1304347826087,1029.5652173913045,109.56521739130434,862.6086956521739,203.4782608695652,918.2608695652174,203.4782608695652,1029.5652173913045,109.56521739130434,556.5217391304348,203.4782608695652,612.1739130434783,187.82608695652172,500.8695652173913,187.82608695652172,667.8260869565217,172.17391304347825,1
918.2608695652174,493.0434782608696,918.2608695652174,469.5652173913044,834.7826086956521,469.5652173913044,793.0434782608696,493.0434782608696,793.0434782608696,540.0,1043.4782608695652,469.5652173913044,1126.9565217391305,540.0,1085.2173913043478,586.9565217391304,876.5217391304348,540.0,0.0,0.0,0.0,0.0,1001.7391304347826,540.0,0.0,0.0,0.0,0.0,876.5217391304348,493.0434782608696,960.0,469.5652173913044,834.7826086956521,469.5652173913044,1001.7391304347826,469.5652173913044,1
751.304347826087,328.69565217391306,584.3478260869565,344.3478260869565,521.7391304347826,266.0869565217391,0.0,0.0,0.0,0.0,0.0,0.0,375.6521739130435,360.0,125.21739130434784,125.21739130434784,0.0,0.0,375.6521739130435,187.82608695652172,271.30434782608694,234.7826086956522,375.6521739130435,328.69565217391306,0.0,0.0,250.43478260869568,234.7826086956522,772.1739130434783,281.7391304347826,793.0434782608696,344.3478260869565,730.4347826086956,234.7826086956522,793.0434782608696,375.6521739130435,0
672.0,400.69565217391306,720.0,534.2608695652174,576.0,567.6521739130435,480.0,701.2173913043479,480.0,868.1739130434783,864.0,500.8695652173913,960.0,601.0434782608696,1008.0,500.8695652173913,672.0,834.7826086956521,720.0,968.3478260869564,816.0,1101.9130434782608,864.0,801.3913043478261,1008.0,868.1739130434783,1008.0,1101.9130434782608,624.0,400.69565217391306,720.0,367.3043478260869,576.0,434.0869565217391,816.0,367.3043478260869,1
0.0,0.0,473.0434782608696,344.3478260869565,473.0434782608696,313.0434782608696,361.7391304347826,391.3043478260869,306.0869565217391,438.2608695652174,445.2173913043478,391.3043478260869,473.0434782608696,532.1739130434783,0.0,0.0,0.0,0.0,723.4782608695652,281.7391304347826,862.6086956521739,266.0869565217391,834.7826086956521,453.9130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.7391304347826,313.0434782608696,0
734.6086956521739,400.69565217391306,768.0,623.304347826087,601.0434782608696,623.304347826087,400.69565217391306,623.304347826087,333.9130434782609,445.2173913043478,901.5652173913044,667.8260869565217,1001.7391304347826,756.8695652173913,1001.7391304347826,578.7826086956521,601.0434782608696,1113.0434782608695,467.4782608695652,1469.2173913043478,434.0869565217391,1825.391304347826,834.7826086956521,1202.0869565217392,0.0,0.0,0.0,0.0,667.8260869565217,356.17391304347825,801.3913043478261,356.17391304347825,601.0434782608696,445.2173913043478,901.5652173913044,489.7391304347826,1
396.5217391304348,156.52173913043478,417.39130434782606,234.7826086956522,333.9130434782609,234.7826086956522,0.0,0.0,0.0,0.0,500.8695652173913,234.7826086956522,0.0,0.0,0.0,0.0,354.7826086956522,453.9130434782609,0.0,0.0,0.0,0.0,480.0,422.60869565217394,0.0,0.0,0.0,0.0,375.6521739130435,140.8695652173913,417.39130434782606,140.8695652173913,354.7826086956522,172.17391304347825,459.1304347826087,156.52173913043478,0
695.6521739130435,266.0869565217391,640.0,360.0,584.3478260869565,344.3478260869565,556.5217391304348,469.5652173913044,640.0,563.4782608695652,723.4782608695652,375.6521739130435,723.4782608695652,485.2173913043478,751.304347826087,563.4782608695652,556.5217391304348,563.4782608695652,584.3478260869565,594.7826086956521,0.0,0.0,695.6521739130435,563.4782608695652,0.0,0.0,0.0,0.0,640.0,250.43478260869568,723.4782608695652,250.43478260869568,584.3478260869565,266.0869565217391,751.304347826087,266.0869565217391,1
521.7391304347826,187.82608695652172,459.1304347826087,250.43478260869568,459.1304347826087,250.43478260869568,480.0,328.69565217391306,521.7391304347826,391.3043478260869,459.1304347826087,250.43478260869568,0.0,0.0,0.0,0.0,313.0434782608696,328.69565217391306,333.9130434782609,422.60869565217394,292.17391304347825,485.2173913043478,354.7826086956522,328.69565217391306,0.0,0.0,0.0,0.0,500.8695652173913,172.17391304347825,542.6086956521739,172.17391304347825,459.1304347826087,187.82608695652172,0.0,0.0,0
